Time (s),PWM (%),Wheel speed (rad/s),zuuu rot speed (rad/s)
1.71315336227417,0,0.0,0.0
1.7255315780639648,0,0.0,0.0
1.7374119758605957,0,0.0,0.0
1.749535322189331,0,0.0,0.0
1.7613928318023682,0,0.0,0.0
1.7733662128448486,0,0.0,0.0
1.7854535579681396,0,0.0,0.0
1.7975118160247803,0,0.0,0.0
1.8094167709350586,0,0.0,0.0
1.8211486339569092,0,0.0,0.0
1.8332343101501465,0,0.0,0.0
1.8455781936645508,0,0.0,0.0
1.8575506210327148,0,0.0,0.0
1.869372844696045,0,0.0,0.0
1.8811309337615967,0,0.0,0.0
1.8934454917907715,0,0.0,0.0
1.9054768085479736,0,0.0,0.0
1.9171504974365234,0,0.0,0.0
1.9292793273925781,0,0.0,0.0
1.941206693649292,0,0.0,0.0
1.9533886909484863,0,0.0,0.0
1.9651033878326416,0,0.0,0.0
1.9783737659454346,0,0.0,0.0
1.9899680614471436,0,0.0,0.0
2.0012948513031006,0,0.0,0.0
2.0134122371673584,0,0.0,0.0
2.025848388671875,0,0.0,0.0
2.036792278289795,0,0.0,0.0
2.0502398014068604,0,0.0,0.0
2.0605216026306152,0,0.0,0.0
2.072509527206421,0,0.0,0.0
2.084306478500366,0,0.0,0.0
2.0973236560821533,0,0.0,0.0
2.109342336654663,0,0.0,0.0
2.121467351913452,0,0.0,0.0
2.133399724960327,0,0.0,0.0
2.145559072494507,0,0.0,0.0
2.1576414108276367,0,0.0,0.0
2.169468641281128,0,0.0,0.0
2.1815364360809326,0,0.0,0.0
2.1934752464294434,0,0.0,0.0
2.205535650253296,0,0.0,0.0
2.21746563911438,0,0.0,0.0
2.229480504989624,0,0.0,0.0
2.2414863109588623,0,0.0,0.0
2.2533786296844482,0,0.0,0.0
2.265350580215454,0,0.0,0.0
2.277362585067749,0,0.0,0.0
2.289461374282837,0,0.0,0.0
2.3014752864837646,0,0.0,0.0
2.3135526180267334,0,0.0,0.0
2.325598955154419,0,0.0,0.0
2.337599277496338,0,0.0,0.0
2.349518299102783,0,0.0,0.0
2.3615190982818604,0,0.0,0.0
2.3733863830566406,0,0.0,0.0
2.3855273723602295,0,0.0,0.0
2.397589921951294,0,0.0,0.0
2.4095301628112793,0,0.0,0.0
2.4215691089630127,0,0.0,0.0
2.4334871768951416,0,0.0,0.0
2.4454057216644287,0,0.0,0.0
2.4575445652008057,0,0.0,0.0
2.469235897064209,0,0.0,0.0
2.4815409183502197,0,0.0,0.0
2.493659257888794,0,0.0,0.0
2.5055365562438965,0,0.0,0.0
2.5173418521881104,0,0.0,0.0
2.5296008586883545,0,0.0,0.0
2.541659116744995,0,0.0,0.0
2.5535454750061035,0,0.0,0.0
2.5655407905578613,0,0.0,0.0
2.577542781829834,0,0.0,0.0
2.5893476009368896,0,0.0,0.0
2.601402997970581,0,0.0,0.0
2.613538980484009,0,0.0,0.0
2.62536358833313,0,0.0,0.0
2.637422800064087,0,0.0,0.0
2.649655818939209,0,0.0,0.0
2.6615405082702637,0,0.0,0.0
2.673412322998047,0,0.0,0.0
2.685539960861206,0,0.0,0.0
2.6974611282348633,0,0.0,0.0
2.7092132568359375,0,0.0,0.0
2.7214128971099854,0,0.0,0.0
2.7333474159240723,0,0.0,0.0
2.745530843734741,0,0.0,0.0
2.7574567794799805,0,0.0,0.0
2.769460439682007,0,0.0,0.0
2.7810404300689697,0,0.0,0.0
2.793567657470703,0,0.0,0.0
2.8050649166107178,0,0.0,0.0
2.8173608779907227,0,0.0,0.0
2.82955002784729,0,0.0,0.0
2.8416078090667725,0,0.0,0.0
2.8535807132720947,0,0.0,0.0
2.8656435012817383,0,0.0,0.0
2.877532958984375,0,0.0,0.0
2.889594554901123,0,0.0,0.0
2.9014763832092285,0,0.0,0.0
2.9134862422943115,0,0.0,0.0
2.925356864929199,0,0.0,0.0
2.937676429748535,0,0.0,0.0
2.949481725692749,0,0.0,0.0
2.961542844772339,0,0.0,0.0
2.9734716415405273,0,0.0,0.0
2.985560417175293,0,0.0,0.0
2.997476816177368,0,0.0,0.0
3.009485960006714,0,0.0,0.0
3.02135968208313,0,0.0,0.0
3.033517360687256,0,0.0,0.0
3.0455105304718018,0,0.0,0.0
3.0575006008148193,0,0.0,0.0
3.069345474243164,0,0.0,0.0
3.081615924835205,0,0.0,0.0
3.0930569171905518,0,0.0,0.0
3.105715274810791,0,0.0,0.0
3.1174559593200684,0,0.0,0.0
3.1295151710510254,0,0.0,0.0
3.141538619995117,0,0.0,0.0
3.153538703918457,0,0.0,0.0
3.1654865741729736,0,0.0,0.0
3.177525758743286,0,0.0,0.0
3.189356803894043,0,0.0,0.0
3.2015395164489746,0,0.0,0.0
3.213466167449951,0,0.0,0.0
3.225533962249756,0,0.0,0.0
3.237407684326172,0,0.0,0.0
3.249480962753296,0,0.0,0.0
3.261585235595703,0,0.0,0.0
3.273411750793457,0,0.0,0.0
3.2854666709899902,0,0.0,0.0
3.297081232070923,0,0.0,0.0
3.309528350830078,0,0.0,0.0
3.321570873260498,0,0.0,0.0
3.333554983139038,0,0.0,0.0
3.3456766605377197,0,0.0,0.0
3.357344388961792,0,0.0,0.0
3.3694686889648438,0,0.0,0.0
3.381531000137329,0,0.0,0.0
3.393533229827881,0,0.0,0.0
3.4054458141326904,0,0.0,0.0
3.417165756225586,0,0.0,0.0
3.429300308227539,0,0.0,0.0
3.441138505935669,0,0.0,0.0
3.4533567428588867,0,0.0,0.0
3.4654006958007812,0,0.0,0.0
3.477360963821411,0,0.0,0.0
3.489586114883423,0,0.0,0.0
3.501338243484497,0,0.0,0.0
3.5132534503936768,0,0.0,0.0
3.5254616737365723,0,0.0,0.0
3.5376498699188232,0,0.0,0.0
3.5494306087493896,0,0.0,0.0
3.561347723007202,0,0.0,0.0
3.57352352142334,0,0.0,0.0
3.585529327392578,0,0.0,0.0
3.5976486206054688,0,0.0,0.0
3.6094717979431152,0,0.0,0.0
3.621462821960449,0,0.0,0.0
3.6335384845733643,0,0.0,0.0
3.6455116271972656,0,0.0,0.0
3.6574761867523193,0,0.0,0.0
3.669351577758789,0,0.0,0.0
3.6813435554504395,0,0.0,0.0
3.6934711933135986,0,0.0,0.0
3.705526828765869,0,0.0,0.0
3.7172787189483643,0,0.0,0.0
3.72933292388916,0,0.0,0.0
3.7415966987609863,0,0.0,0.0
3.753519296646118,0,0.0,0.0
3.7653706073760986,0,0.0,0.0
3.777204751968384,0,0.0,0.0
3.7895991802215576,0,0.0,0.0
3.8015120029449463,0,0.0,0.0
3.813159704208374,0,0.0,0.0
3.8255414962768555,0,0.0,0.0
3.837538719177246,0,0.0,0.0
3.8493452072143555,0,0.0,0.0
3.86159086227417,0,0.0,0.0
3.8736062049865723,0,0.0,0.0
3.8856685161590576,0,0.0,0.0
3.897451162338257,0,0.0,0.0
3.9090428352355957,0,0.0,0.0
3.921543598175049,0,0.0,0.0
3.933605909347534,0,0.0,0.0
3.9455208778381348,0,0.0,0.0
3.957542657852173,0,0.0,0.0
3.9692935943603516,0,0.0,0.0
3.9814400672912598,0,0.0,0.0
3.9934983253479004,0,0.0,0.0
4.005495071411133,0,0.0,0.0
4.0174901485443115,0,0.0,0.0
4.03005051612854,0,0.0,0.0
4.0405449867248535,0,0.0,0.0
4.052715539932251,0,0.0,0.0
4.065138339996338,0,0.0,0.0
4.077285051345825,0,0.0,0.0
4.089588642120361,0,0.0,0.0
4.101538896560669,0,0.0,0.0
4.113476991653442,0,0.0,0.0
4.125500917434692,0,0.0,0.0
4.1375391483306885,0,0.0,0.0
4.149339199066162,0,0.0,0.0
4.161479949951172,0,0.0,0.0
4.1733598709106445,0,0.0,0.0
4.185536861419678,0,0.0,0.0
4.1976158618927,0,0.0,0.0
4.209625482559204,0,0.0,0.0
4.221278429031372,0,0.0,0.0
4.233516216278076,0,0.0,0.0
4.24553918838501,0,0.0,0.0
4.2574522495269775,0,0.0,0.0
4.269531488418579,0,0.0,0.0
4.2815351486206055,0,0.0,0.0
4.29360818862915,0,0.0,0.0
4.305622339248657,0,0.0,0.0
4.3173668384552,0,0.0,0.0
4.329345464706421,0,0.0,0.0
4.341457366943359,0,0.0,0.0
4.353344440460205,0,0.0,0.0
4.365154981613159,0,0.0,0.0
4.377555847167969,0,0.0,0.0
4.389462471008301,0,0.0,0.0
4.401530504226685,0,0.0,0.0
4.413499355316162,0,0.0,0.0
4.42546820640564,0,0.0,0.0
4.437148332595825,0,0.0,0.0
4.449471473693848,0,0.0,0.0
4.461465120315552,0,0.0,0.0
4.473442554473877,0,0.0,0.0
4.485526084899902,0,0.0,0.0
4.497528076171875,0,0.0,0.0
4.5095720291137695,0,0.0,0.0
4.520653247833252,0,0.0,0.0
4.53357720375061,0,0.0,0.0
4.545454740524292,0,0.0,0.0
4.557591676712036,0,0.0,0.0
4.569578647613525,0,0.0,0.0
4.581390619277954,0,0.0,0.0
4.593584775924683,0,0.0,0.0
4.605444669723511,0,0.0,0.0
4.617635726928711,0,0.0,0.0
4.629431247711182,0,0.0,0.0
4.641369342803955,0,0.0,0.0
4.653347015380859,0,0.0,0.0
4.665527582168579,0,0.0,0.0
4.677593231201172,0,0.0,0.0
4.6895036697387695,0,0.0,0.0
4.701380729675293,0,0.0,0.0
4.7135350704193115,0,0.0,0.0
4.725517272949219,0,0.0,0.0
4.73746132850647,0,0.0,0.0
4.749408721923828,0,0.0,0.0
4.761455059051514,0,0.0,0.0
4.7731616497039795,0,0.0,0.0
4.785259485244751,0,0.0,0.0
4.797552585601807,0,0.0,0.0
4.8094587326049805,0,0.0,0.0
4.82159948348999,0,0.0,0.0
4.8335301876068115,0,0.0,0.0
4.845615386962891,0,0.0,0.0
4.857546806335449,0,0.0,0.0
4.876850605010986,0,0.0,0.0
4.887608051300049,0,0.0,0.0
4.897831916809082,0,0.0,0.0
4.908257007598877,0,0.0,0.0
4.9188621044158936,0,0.0,0.0
4.929580926895142,0,0.0,0.0
4.940680027008057,0,0.0,0.0
4.9530251026153564,0,0.0,0.0
4.964561462402344,0,0.0,0.0
4.976692199707031,0,0.0,0.0
4.9887354373931885,0,0.0,0.0
5.00067400932312,0,0.0,0.0
5.012325286865234,0,0.0,0.0
5.024532794952393,0,0.0,0.0
5.036454916000366,0,0.0,0.0
5.048738718032837,0,0.0,0.0
5.060729742050171,0,0.0,0.0
5.072744131088257,0,0.0,0.0
5.084628343582153,0,0.0,0.0
5.097553014755249,0,0.0,0.0
5.109490633010864,0,0.0,0.0
5.121528387069702,0,0.0,0.0
5.133352518081665,0,0.0,0.0
5.145260334014893,0,0.0,0.0
5.157053709030151,0,0.0,0.0
5.168668508529663,0,0.0,0.0
5.180582523345947,0,0.0,0.0
5.192377328872681,0,0.0,0.0
5.20466685295105,0,0.0,0.0
5.216705799102783,0,0.0,0.0
5.228648662567139,0,0.0,0.0
5.24052095413208,0,0.0,0.0
5.252574920654297,0,0.0,0.0
5.264544248580933,0,0.0,0.0
5.276605844497681,0,0.0,0.0
5.288849115371704,0,0.0,0.0
5.300748586654663,0,0.0,0.0
5.313031911849976,0,0.0,0.0
5.325471878051758,0,0.0,0.0
5.337539911270142,0,0.0,0.0
5.351614952087402,0,0.0,0.0
5.36271595954895,0,0.0,0.0
5.37300443649292,0,0.0,0.0
5.385354280471802,0,0.0,0.0
5.3964879512786865,0,0.0,0.0
5.408902883529663,0,0.0,0.0
5.420522928237915,0,0.0,0.0
5.432572841644287,0,0.0,0.0
5.445418119430542,0,0.0,0.0
5.457165241241455,0,0.0,0.0
5.468942642211914,0,0.0,0.0
5.480619192123413,0,0.0,0.0
5.492671251296997,0,0.0,0.0
5.504798412322998,0,0.0,0.0
5.517182350158691,0,0.0,0.0
5.528578996658325,0.0,0.0,0.0
5.5406553745269775,0.0,0.0,0.0
5.553106069564819,0.0,0.0,0.0
5.565242767333984,0.0,0.0,0.0
5.577518463134766,0.0,0.0,0.0
5.589724063873291,0.0,0.0,0.0
5.601524829864502,0.0,0.0,0.0
5.613519191741943,0.0,0.0,0.0
5.625478029251099,0.0,0.0,0.0
5.63751745223999,0.0,0.0,0.0
5.649512529373169,0.0,0.0,0.0
5.66149640083313,0.0,0.0,0.0
5.67358922958374,0.0,0.0,0.0
5.6853344440460205,0.0,0.0,0.0
5.697473764419556,0.0,0.0,0.0
5.709496021270752,0.0,0.0,0.0
5.721493721008301,0.0,0.0,0.0
5.733511686325073,0.0,0.0,0.0
5.745534896850586,0.0,0.0,0.0
5.757383823394775,0.0,0.0,0.0
5.769587278366089,0.0,0.0,0.0
5.781484365463257,0.0,0.0,0.0
5.793617486953735,0.0,0.0,0.0
5.805510997772217,0.0,0.0,0.0
5.817468643188477,0.0,0.0,0.0
5.829413652420044,0.0,0.0,0.0
5.841370344161987,0.0,0.0,0.0
5.853684663772583,0.0,0.0,0.0
5.865658760070801,0.0,0.0,0.0
5.877475023269653,0.0,0.0,0.0
5.8896074295043945,0.0,0.0,0.0
5.901616334915161,0.0,0.0,0.0
5.913690090179443,0.0,0.0,0.0
5.934960842132568,0.0,0.0,0.0
5.945969820022583,0.0,0.0,0.0
5.957082033157349,0.0,0.0,0.0
5.968525648117065,0.0,0.0,0.0
5.979882478713989,0.0,0.0,0.0
5.991336345672607,0.0,0.0,0.0
6.003393888473511,0.0,0.0,0.0
6.014757394790649,0.0,0.0,0.0
6.026034355163574,0.0,0.0,0.0
6.04002046585083,0.0,0.0,0.0
6.051468372344971,0.0,0.0,0.0
6.062791109085083,0.0,0.0,0.0
6.074038028717041,0.0,0.0,0.0
6.08497428894043,0.0,0.0,0.0
6.096296072006226,0.0,0.0,0.0
6.107930898666382,0.0,0.0,0.0
6.1193015575408936,0.0,0.0,0.0
6.130600452423096,0.0,0.0,0.0
6.142069339752197,0.0,0.0,0.0
6.153578042984009,0.0,0.0,0.0
6.165540933609009,0.0,0.0,0.0
6.177396059036255,0.0,0.0,0.0
6.189528226852417,0.0,0.0,0.0
6.201571702957153,0.0,0.0,0.0
6.213567018508911,0.0,0.0,0.0
6.225597143173218,0.0,0.0,0.0
6.237637519836426,0.0,0.0,0.0
6.2494590282440186,0.0,0.0,0.0
6.261541843414307,0.0,0.0,0.0
6.273530721664429,0.0,0.0,0.0
6.285770416259766,0.0,0.0,0.0
6.2970075607299805,0.0,0.0,0.0
6.309448957443237,0.0,0.0,0.0
6.32145357131958,0.0,0.0,0.0
6.333682060241699,0.0,0.0,0.0
6.345529556274414,0.0,0.0,0.0
6.357400894165039,0.0,0.0,0.0
6.369475841522217,0.0,0.0,0.0
6.3815131187438965,0.0,0.0,0.0
6.393516302108765,0.0,0.0,0.0
6.4051408767700195,0.0,0.0,0.0
6.417223691940308,0.0,0.0,0.0
6.429551839828491,0.0,0.0,0.0
6.441501617431641,0.0,0.0,0.0
6.453547716140747,0.0,0.0,0.0
6.465317726135254,0.0,0.0,0.0
6.477495431900024,0.0,0.0,0.0
6.4894280433654785,0.0,0.0,0.0
6.501499176025391,0.0,0.0,0.0
6.513470649719238,0.0,0.0,0.0
6.525627613067627,0.0,0.0,0.0
6.538096189498901,0.0,0.0,0.0
6.549811840057373,0.0,0.0,0.0
6.561297178268433,0.0,0.0,0.0
6.573537349700928,0.0,0.0,0.0
6.5854716300964355,0.0,0.0,0.0
6.5976011753082275,0.0,0.0,0.0
6.6095662117004395,0.0,0.0,0.0
6.62150764465332,0.0,0.0,0.0
6.633559465408325,0.0,0.0,0.0
6.64592981338501,0.0,0.0,0.0
6.657099485397339,0.0,0.0,0.0
6.6695380210876465,0.0,0.0,0.0
6.681589126586914,0.0,0.0,0.0
6.693617343902588,0.0,0.0,0.0
6.705534219741821,0.0,0.0,0.0
6.717603921890259,0.0,0.0,0.0
6.729518890380859,0.0,0.0,0.0
6.741526365280151,0.0,0.0,0.0
6.753360986709595,0.0,0.0,0.0
6.765538692474365,0.0,0.0,0.0
6.777502775192261,0.0,0.0,0.0
6.789465427398682,0.0,0.0,0.0
6.8008339405059814,0.0,0.0,0.0
6.813488006591797,0.0,0.0,0.0
6.825612545013428,0.0,0.0,0.0
6.837686777114868,0.0,0.0,0.0
6.849454402923584,0.0,0.0,0.0
6.861589431762695,0.0,0.0,0.0
6.87344217300415,0.0,0.0,0.0
6.8857152462005615,0.0,0.0,0.0
6.897381782531738,0.0,0.0,0.0
6.909488201141357,0.0,0.0,0.0
6.92158317565918,0.0,0.0,0.0
6.933206796646118,0.0,0.0,0.0
6.945558309555054,0.0,0.0,0.0
6.95757794380188,0.0,0.0,0.0
6.969539165496826,0.0,0.0,0.0
6.981682062149048,0.0,0.0,0.0
6.993565559387207,0.0,0.0,0.0
7.005551338195801,0.0,0.0,0.0
7.017528295516968,0.0,0.0,0.0
7.029505014419556,0.0,0.0,0.0
7.0415098667144775,0.0,0.0,0.0
7.053563594818115,0.0,0.0,0.0
7.065528869628906,0.0,0.0,0.0
7.077517747879028,0.0,0.0,0.0
7.089516639709473,0.0,0.0,0.0
7.101553201675415,0.0,0.0,0.0
7.1134326457977295,0.0,0.0,0.0
7.125507593154907,0.0,0.0,0.0
7.137119293212891,0.0,0.0,0.0
7.149488687515259,0.0,0.0,0.0
7.161490440368652,0.0,0.0,0.0
7.173503637313843,0.0,0.0,0.0
7.185564279556274,0.0,0.0,0.0
7.19745659828186,0.0,0.0,0.0
7.2096006870269775,0.0,0.0,0.0
7.221492052078247,0.0,0.0,0.0
7.233492374420166,0.0,0.0,0.0
7.2455525398254395,0.0,0.0,0.0
7.257507085800171,0.0,0.0,0.0
7.269410610198975,0.0,0.0,0.0
7.281319856643677,0.0,0.0,0.0
7.2937331199646,0.0,0.0,0.0
7.305508613586426,0.0,0.0,0.0
7.3175435066223145,0.0,0.0,0.0
7.329310178756714,0.0,0.0,0.0
7.3414952754974365,0.0,0.0,0.0
7.353493690490723,0.0,0.0,0.0
7.365480899810791,0.0,0.0,0.0
7.377448081970215,0.0,0.0,0.0
7.389452695846558,0.0,0.0,0.0
7.4014410972595215,0.0,0.0,0.0
7.4135215282440186,0.0,0.0,0.0
7.425462961196899,0.0,0.0,0.0
7.437545537948608,0.0,0.0,0.0
7.449548721313477,0.0,0.0,0.0
7.461483478546143,0.0,0.0,0.0
7.4734883308410645,0.0,0.0,0.0
7.485577344894409,0.0,0.0,0.0
7.497681379318237,0.0,0.0,0.0
7.509669542312622,0.0,0.0,0.0
7.5215904712677,0.0,0.0,0.0
7.533478736877441,0.0,0.0,0.0
7.5456016063690186,0.05,0.0,0.0
7.557365894317627,0.05,0.0,0.0
7.569591283798218,0.05,0.0,0.0
7.581267356872559,0.05,0.0,0.0
7.593425989151001,0.05,0.0,0.17962955748522405
7.605583429336548,0.05,0.0,0.14969129790435337
7.617522954940796,0.05,0.0,0.1247427482536278
7.629094362258911,0.05,0.0,0.10353648105051107
7.6414995193481445,0.05,0.0,0.08607249629500319
7.6534743309021,0.05,0.0,0.07235079398710413
7.665536403656006,0.05,0.0,0.05987651916174134
7.67764949798584,0.05,0.0,0.04989709930145113
7.689509630203247,0.05,0.0,0.04241253440623345
7.701349973678589,0.05,0.0,0.03492796951101579
7.7134926319122314,0.05,1.0402162341886203,0.2145575269962399
7.72554087638855,0.05,0.8656833089891873,0.17838213000268777
7.737500905990601,0.05,0.7260569688296411,0.49647613804943874
7.749116897583008,0.05,0.7260569688296411,0.435352191405161
7.761105298995972,0.05,0.5096361415823442,0.37173338979581083
7.773440599441528,0.05,0.418879020478639,0.2881557484658802
7.785451412200928,0.05,0.3490658503988659,0.23950607664696544
7.7975099086761475,0.05,0.2932153143350474,0.20083582468834077
7.809422492980957,0.05,0.24434609527920612,0.16715528265986124
7.821303129196167,0.05,0.20245819323134223,0.13846445056152687
7.833031892776489,0.05,0.20245819323134223,0.12100046580601896
7.845057725906372,0.05,0.13962634015954636,0.10353648105051108
7.857523679733276,0.05,0.11868238913561441,0.08108278636485806
7.869294881820679,0.05,0.09773843811168245,0.06736108405695902
7.88136887550354,0.05,0.9634217471008699,0.5551052297286437
7.893482208251953,0.05,0.8028514559173916,0.46279559602095915
7.905296564102173,0.05,0.6702064327658225,0.38670251958624613
7.917287826538086,0.05,0.5585053606381855,0.3218362904943597
7.929471731185913,0.05,0.4677482395344803,0.2694443362278361
7.941399812698364,0.05,0.4677482395344803,0.23701122168189284
7.953450918197632,0.05,0.3211405823669566,0.18711412238044173
7.965470552444458,0.05,0.2722713633111154,0.15592843531703474
7.977370500564575,0.05,0.22340214425527416,0.1297324581837729
7.989519119262695,0.05,0.18849555921538758,0.2881557484658802
8.001500368118286,0.05,0.15358897417550096,0.24075350412950164
8.013482570648193,0.05,0.12566370614359174,0.20083582468834074
8.026022911071777,0.05,1.012290966156711,0.3268260004245048
8.036612033843994,0.05,0.8587019919812101,0.4627955960209591
8.048506021499634,0.05,0.7190756518216637,0.38670251958624613
8.060780763626099,0.05,0.6003932626860493,0.32183629049435974
8.072819471359253,0.05,0.4956735075663896,0.26819690874529983
8.085167407989502,0.05,0.4956735075663896,0.23701122168189284
8.097418308258057,0.05,0.34208453339088857,0.1846192674153691
8.109294891357422,0.05,1.277581012459849,0.33181571035464985
8.121407508850098,0.05,1.0681415022205298,0.2769289011230537
8.133169174194336,0.05,1.0681415022205298,0.4278676265099434
8.145176887512207,0.05,0.747000919853573,0.3393002752498677
8.1575345993042,0.05,0.6213372137099814,0.2756814736405174
8.169302225112915,0.05,0.5166174585903216,0.2295266567866751
8.181386232376099,0.05,1.3473941825396225,0.533898962525527
8.193496465682983,0.05,1.1239920382843482,0.4440841837829151
8.205368757247925,0.05,0.9424777960769379,0.37173338979581083
8.217416763305664,0.05,0.7819075048934596,0.48899157315422104
8.22946047782898,0.05,0.6562437987498679,0.41040364175443556
8.241302490234375,0.05,1.4381513036433273,0.5014658479795837
8.253129959106445,0.05,1.207767842380076,0.4341047639226247
8.26541519165039,0.05,0.9983283321407566,0.5176824052525554
8.277014255523682,0.05,0.837758040957278,0.4515687486781326
8.289525270462036,0.05,0.6981317007977318,0.5239195426652368
8.300924062728882,0.05,0.6981317007977318,0.4852492907066122
8.312811851501465,0.05,1.277581012459849,0.5887857717571232
8.325453996658325,0.05,1.0611601852125523,0.5825486343444418
8.337377548217773,0.05,0.8866272600131194,0.4864967181891484
8.349442481994629,0.05,0.7330382858376184,0.5887857717571232
8.361524105072021,0.05,1.494001839707146,0.6474148634363285
8.373440980911255,0.05,1.24965574442794,0.7197656574234326
8.38546895980835,0.05,1.0471975511965976,0.6025074740650223
8.397360801696777,0.05,0.8726646259971648,0.5027132754621201
